Nama Produk,SKU / Kode Produk,Barcode,Kategori,Satuan Dasar,Merk / Brand,Lokasi / Rak,Hitung Stok (ya/tidak),Harga Modal / Beli,Harga Jual Eceran,Harga Jual Grosir,Harga Jual Promo,Diskon per Item (Rp),Stok di Rak / Display,Stok di Gudang,Stok Minimum,Stok Minimum Gudang,Satuan Beli dari Supplier,Isi per Satuan Beli,Satuan Jual Besar,Harga Jual Besar Satuan,Harga Jual Besar Grosir,Harga Jual Besar Promo,Produk Master (ID),Qty Isi per Paket,Jenis Isi Paket,Satuan Isi Paket,HPP (AVCO),Total Aset
SIKU RAK PUTIH 6X8 WANLY,MWASIK01,MWASIK01,Umum,PCS,WANLY,Area 03,tidak,0,0,0,0,0,0,0,3,,PCS,12,PCS,0,0,0,,,,,0,0
SIKU RAK PUTIH 8 X 10 KR,SR8X10 PTH KR,MKUSIK02,Umum,PCS,KURA,,tidak,0,38500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SIKU RAK PUTIH 8X10 BIASA,SR8X10 PTH,MGRSIK05,Umum,PCS,GRT,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"SIKU TUKANG JUMBO 12"" VPR",SKTKG 12 SS,MVPSIK01,Umum,PCS,VPR,,tidak,0,20000,0,,0,0,0,3,,,1,,,,,,,,,0,0
SIKU TUKANG JUMBO IGM,SITKJIGM,SITKJIGM,Alat tukang,PCS,,,tidak,0,24000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"SIKU TUKANG WATERPASS ",SKTWTRP,MNOSIK04,Alat tukang,PCS,,,ya,27500,40000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SILINDER ALUMINIUM ORCHAD,SIL ALLM,MNOSIL01,Umum,PCS,,,tidak,0,40000,0,,0,0,0,3,,,1,,,,,,,,,0,0
SILINDER KUNCI BESAR ISCO,SLND KCB IS,MISSIL01,Umum,PCS,ISCO,,tidak,0,30000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SILINDER KUNCI CLASSIC TANGGUNG,SLKNCLTG,MNOSIL02,Kunci Pintu & Aksesoris Mebel,PCS,,,tidak,0,40000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SILINDER KUNCI KECIL/TGG ISCO,SLND KCK IS,MISSIL02,Umum,PCS,ISCO,,tidak,0,35000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SILINDER KUNCI MULLER BIRU,SILKUMLB,SILKUMLB,Kunci Pintu & Aksesoris Mebel,PCS,,,tidak,0,75000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SILINDER KUNCI MULLER HITAM,SILKUNMH,SILKUNMH,Kunci Pintu & Aksesoris Mebel,PCS,,,tidak,0,135000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SILINDER KUNCI MULLER PUTIH,SILKUNMP,SILKUNMP,Kunci Pintu & Aksesoris Mebel,PCS,,,tidak,0,82000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SILINDER KUNCI OLIQ,SILKUNOL,MNOSIL03,Kunci Pintu & Aksesoris Mebel,PCS,,,tidak,0,45000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"SKETMAT JANGKA SORONG DIGITAL 6""",MSKTJSDG,MSKTJSDG,Alat tukang,PCS,,,tidak,0,80000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"SKETMAT JANGKA SORONG PLASTIK 6""",MSKTJSPL,MSKTJSPL,Alat tukang,PCS,,,tidak,0,20000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"SKRAP GAGANG FIBER 3"" CHIYO",SKR FB 3 CH,MCHSKR01,Umum,PCS,CHIYO,,tidak,0,41000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP GAGANG KARET 2 1/2,MNOSKR23,MNOSKR23,Umum,PCS,,Area 03,tidak,0,7000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
SKRAP GAGANG KARET 2”,MNOSKR22,MNOSKR22,Umum,PCS,,Area 03,tidak,0,6000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
SKRAP GAGANG KARET 3”,MNOSKR24,MNOSKR24,Umum,PCS,,Area 03,tidak,0,8000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
SKRAP GAGANG KARET 4”,MNOSKR25,MNOSKR25,Umum,PCS,,Area 03,tidak,0,9000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
SKRAP GAGANG KAYU 2 1/2,MNOSKR19,MNOSKR19,Umum,PCS,,Area 03,tidak,0,4000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
SKRAP GAGANG KAYU 2”,MNOSKR18,MNOSKR18,Umum,PCS,,Area 03,tidak,0,3000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
SKRAP GAGANG KAYU 3”,MNOSKR20,MNOSKR20,Umum,PCS,,Area 03,tidak,0,5000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
SKRAP GAGANG KAYU 4”,MNOSKR21,MNOSKR21,Umum,PCS,,Area 03,tidak,0,6000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
SKRAP GG KARET 2 1/2 YOZURI,SKR KRT 2 1/2,MNOSKR03,Umum,PCS,,,tidak,0,61180,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP GG KARET 2 CHIYO,SKR KRT 2 CH,MNOSKR04,Umum,PCS,,,tidak,0,36000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP GG KARET 2 YOZURI,SKR KRT 2,MNOSKR02,Umum,PCS,,,tidak,0,58055.45,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP GG KARET 2.1/2 CHIYO,SKR KRT 2.1/2 CH,MCHSKR02,Umum,PCS,CHIYO,,tidak,0,38500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP GG KARET 3 CHIYO,SKR KRT 3 CH,MNOSKR06,Umum,PCS,,,tidak,0,41000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP GG KARET 3 YOZURI,SKR KRT 3,MNOSKR05,Umum,PCS,,,tidak,0,63365,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP GG KARET 4 CHIYO,SKR KRT 4 CH,MNOSKR07,Umum,PCS,,,tidak,0,46000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"SKRAP GG KAYU 1,5",SKR KY 1.5,MNOSKR08,Umum,PCS,,,tidak,0,3000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"SKRAP GG KAYU 2,5",SKR KY 2.5,MNOSKR09,Umum,PCS,,,tidak,0,5000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP GG KAYU 3,SKR KY 3,MNOSKR10,Umum,PCS,,,tidak,0,6000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP PVC 5' ZELIG,SKR PVC 5,MZESKR01,Umum,PCS,ZELIG,,tidak,0,1500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP PVC 5”,SKRPVC5,SKRPVC5,Alat tukang,PCS,,,tidak,0,3000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SKRAP PVC 7' ZELIG,SKR PVC 7,MZESKR02,Umum,PCS,ZELIG,,tidak,0,2000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP PVC 9' ZELIG,SKR PVC 9,MZESKR03,Umum,PCS,ZELIG,,tidak,0,2500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP SET S/S KOALA,SKR SET SS,MKOSKR01,Umum,SET,KOALA,,tidak,0,25000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRAP SET STAINLESS,SKRSETSS,MNOSKR38,Alat tukang,SET,,,tidak,0,30000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SKRUP CAMEL 5/8 X 5,MCASKR01,MCASKR01,Alat tukang,PCS,CAMEL,Area 02,tidak,0,0,0,0,0,0,1300,5,,,1,,,,,,,,,0,0
SKRUP CAMEL 5/8 X 5 (+-65 PCS),MCASKR02,MCASKR02,Alat tukang,BKS,CAMEL,Area 02,tidak,0,8000,0,,0,0,0,3,,,1,,,,,2401,65,FIXED_RATIO,PCS,0,0
SKRUP CEDAR 2 X 9,MCESKR01,MCESKR01,Alat tukang,PCS,CEDAR,Area 02,tidak,0,0,0,0,0,0,700,5,,,1,,,,,,,,,0,0
SKRUP CEDAR 2 X 9 (10 PCS),MCESKR02,MCESKR02,Alat tukang,BKS,CEDAR,Area 02,tidak,0,5000,0,,0,0,0,3,,,1,,,,,2402,10,FIXED_RATIO,PCS,0,0
SKRUP CHW 1,SKRP CHW 1,MNOSKR11,Umum,PCS,,,tidak,0,3650,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP CHW 1.1/2,SKRP CHW 1.1/2,MNOSKR12,Umum,PCS,,,tidak,0,6400,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP CHW 1.1/4,SKRP CHW 1.1/4,MNOSKR13,Umum,PCS,,,tidak,0,4550,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP CHW 3/4,SKRP CHW 3/4,MNOSKR14,Umum,PCS,,,tidak,0,3350,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP CHW 5/8,SKRP CHW 5/8,MNOSKR15,Umum,PCS,,,tidak,0,2700,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP FAB 10 X 2,SKFAB102,MNOSKR39,Mur Baut,PCS,,,tidak,0,1000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SKRUP FAB 12 X 4,SRFAB124,MNOSKR41,Mur Baut,PCS,,,tidak,0,1500,0,,0,0,0,5,,,1,,,,,,,,,0,0
SKRUP FAB 6 X 1,MFASKR04,MFASKR04,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 6 X 1 1/2,MFASKR06,MFASKR06,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 6 X 1 1/4,MFASKR05,MFASKR05,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 6 X 1 3/4,MFASKR07,MFASKR07,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 6 X 1/2,SKRFAB612,MNOSKR26,Mur Baut,BKS,,,tidak,0,500,0,,0,0,0,5,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 6 X 2,MFASKR08,MFASKR08,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 6 X 3/4,MSKRFAB634,MNOSKR27,Mur Baut,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,5,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 6 X 3/8,MNOSKR31,MNOSKR31,Umum,PCS,,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 6 X 5/8,MFASKR02,MFASKR02,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 8 X 1,MFASKR13,MFASKR13,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 8 X 1 1/2,MFASKR15,MFASKR15,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 8 X 1 1/4,MFASKR14,MFASKR14,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 8 X 1 3/4,MFASKR16,MFASKR16,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 8 X 1/2,MFASKR10,MFASKR10,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 8 X 2,MFASKR17,MFASKR17,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 8 X 2 1/2,MFASKR18,MFASKR18,Umum,PCS,FAB,Counter,tidak,0,1000,0,,0,0,0,0,,BKS,50,BKS,50000,0,,,,,,0,0
SKRUP FAB 8 X 3,MFASKR19,MFASKR19,Umum,PCS,FAB,Counter,tidak,0,1000,0,,0,0,0,0,,BKS,50,BKS,50000,0,,,,,,0,0
SKRUP FAB 8 X 3/4,MFASKR12,MFASKR12,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 8 X 3/8,MFASKR09,MFASKR09,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP FAB 8 X 5/8,MFASKR11,MFASKR11,Umum,PCS,FAB,Counter,tidak,0,500,0,,0,0,0,0,,BKS,50,BKS,25000,0,,,,,,0,0
SKRUP GYPSUM 1' HIOSHI,SKR GYP 1,MHISKR01,Umum,PCS,HIOSHI,,tidak,0,27500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"SKRUP GYPSUM 1""",SKRGYP1,MNOSKR28,Mur Baut,BOX,,,tidak,0,35000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"SKRUP GYPSUM 1"" (100 PCS)",SKGY1100,MNOSKR40,Mur Baut,BKS,,,tidak,0,7000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SKRUP GYPSUM 1” (50 PCS),SKRGYP50,SKRGYP50,Mur Baut,BKS,,,tidak,0,4000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SKRUP GYPSUM 3/4 (50 PCS),SKRGY34,SKRGY34P,Mur Baut,BKS,,,tidak,0,4000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SKRUP GYPSUM 6 X 1 1/4 LUMBA,SKR GYP 1.1/4 LMB,MLUSKR04,Umum,PCS,LUMBA LUMBA,,tidak,0,35000,0,,0,0,0,3,,,1,,,,,,,,,0,0
"SKRUP GYPSUM 6 X 1.1/2"" LUMBA2",SKR GYP 1.1/2 LMB,MLUSKR02,Umum,PCS,LUMBA LUMBA,,tidak,0,630000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"SKRUP GYPSUM 6 X 1"" LUMBA2",SKR GYP 1 LMB,MLUSKR01,Umum,PCS,LUMBA LUMBA,,tidak,0,630000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"SKRUP GYPSUM 6 X 2"" LUMBA2",SKR GYP 2 LMB,MLUSKR03,Umum,PCS,LUMBA LUMBA,,tidak,0,630000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"SKRUP GYPSUM GRT 1.1/2""",SGYP GRT 1.1/2,MGRSKR02,Umum,PCS,GRT,,tidak,0,10250,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"SKRUP GYPSUM GRT 1.1/4""",SGYP GRT 1.1/4,MGRSKR03,Umum,PCS,GRT,,tidak,0,10250,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"SKRUP GYPSUM GRT 1""",SGYP GRT 1,MGRSKR01,Umum,PCS,GRT,,tidak,0,10250,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"SKRUP GYPSUM GRT 2""",SGYP GRT 2,MGRSKR04,Umum,PCS,GRT,,tidak,0,10250,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP HAK BUKA NO 12 (10 PCS),SKRHB12P,SKRHB12P,Alat tukang,BKS,,,tidak,0,10000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SKRUP HAK BUKA NO 6,SKRHAB6-PAKET,MNOSKR30,Mur Baut,BKS,,,tidak,0,5000,0,,0,0,0,5,,,1,,,,,2906,10,FIXED_RATIO,PCS,0,0
"SKRUP HAK BUKA NO 6 ",SKRHAB6,MNOSKR29,Mur Baut,BOX,,,tidak,0,35000,0,,0,0,0,5,,BOX,1,,,,,,,,,0,0
SKRUP ISP 1/2 X 4,MISSKR01,MISSKR01,Alat tukang,PCS,ISP,Area 02,tidak,0,0,0,0,0,0,650,5,,,1,,,,,,,,,0,0
SKRUP ISP 1/2 X 4 (+-65 PCS),MISSKR03,MISSKR03,Alat tukang,BKS,ISP,Area 02,tidak,0,5000,0,,0,0,0,3,,,1,,,,,2400,65,FIXED_RATIO,PCS,0,0
SKRUP ISP 3/4 X 6,MISSKR02,MISSKR02,Alat tukang,PCS,ISP,Area 02,tidak,0,8000,0,,0,0,1400,5,,,1,,,,,,,,,0,0
SKRUP ISP 3/4 X 6 (+-70 PCS),MISSKR04,MISSKR04,Alat tukang,BKS,ISP,Area 02,tidak,0,4000,0,,0,0,0,3,,,1,,,,,2413,70,FIXED_RATIO,PCS,0,0
SKRUP MATA TUTUP / HAK TUTUP 10 TOKIO,HT 10 TK,MTOSKR01,Umum,PCS,TOKIO,,tidak,0,25000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP MATA TUTUP / HAK TUTUP 2 TOKIO,HT 2 TK,MTOSKR02,Umum,BOX,TOKIO,,tidak,0,20000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP MATA TUTUP / HAK TUTUP 3 TOKIO,HT 3 TK,MTOSKR03,Umum,PCS,TOKIO,,tidak,0,7750,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP MATA TUTUP / HAK TUTUP 8 TOKIO,HT 8 TK,MTOSKR04,Umum,PCS,TOKIO,,tidak,0,17500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP PAB 8 X 1 1/2 (50 PCS),SPAB8112,SPAB8112,Mur Baut,BKS,,,tidak,0,15000,0,,0,0,0,5,,,1,,,,,,,,,0,0
SKRUP RRT 1 1/2 X 8 (10 PCS),MNOSKR17,MNOSKR17,Alat tukang,BKS,,Area 02,tidak,0,5000,0,,0,0,0,3,,,1,,,,,2399,10,FIXED_RATIO,PCS,0,0
SKRUP RRT 1.1/2 X 8,MNOSKR16,MNOSKR16,Alat tukang,PCS,,Area 02,tidak,0,0,0,0,0,0,660,5,,,1,,,,,,,,,0,0
SKRUP SBS 1 X 6,MNOSKR01,MNOSKR01,Alat tukang,PCS,SBS,Area 02,tidak,0,0,0,0,0,0,0,3,,,1,,,,,,,,,0,0
SKRUP SBS 1 X 6 (10 PCS),MNOSKR01-PAKET,MSBSKR01,Alat tukang,BKS,SBS,Area 02,tidak,0,4000,0,,0,0,0,3,,,1,,,,,1203,10,FIXED_RATIO,PCS,0,0
SKRUP SDS FH 6 X 25 (50 PCS),SKRFH625-PAKET,MNOSKR33,Mur Baut,BKS,,,ya,6300,12000,0,,0,0,0,5,,,1,,,,,2961,50,FIXED_RATIO,PCS,0,0
SKRUP SDS FH 6 X 25 (BOX),SKRFH625,MNOSKR32,Mur Baut,BOX,,,ya,189000,220000,0,,0,0,1,5,,BOX,1,,,,,,,,,0,0
SKRUP SDS FH 6 X 32 (50 PCS),SKRFH632-PAKET,MNOSKR35,Mur Baut,BKS,,,ya,8000,14000,0,,0,0,0,5,,,1,,,,,2963,50,FIXED_RATIO,PCS,0,0
SKRUP SDS FH 6 X 32 (BOX),SKRFH632,MNOSKR34,Mur Baut,BOX,,,ya,160000,200000,0,,0,0,1,5,,BOX,1,,,,,,,,,0,0
SKRUP SDS FH 6 X 38 (50 PCS),SKRFH638-PAKET,MNOSKR37,Mur Baut,BKS,,,ya,12250,25000,0,,0,0,0,5,,,1,,,,,2965,50,FIXED_RATIO,PCS,0,0
SKRUP SDS FH 6 X 38 (BOX),SKRFH638,MNOSKR36,Mur Baut,BOX,,,ya,245000,300000,0,,0,0,1,5,,BOX,1,,,,,,,,,0,0
SKRUP SIP 1 1/2 X 8 (10 PCS),MSISKR01-PAKET,MSISKR15,Alat tukang,BKS,SIP,Area 02,tidak,0,4500,0,,0,0,0,3,,,1,,,,,1197,10,FIXED_RATIO,PCS,0,0
SKRUP SIP 1 1/4 X 7 (10 PCS),MSISKR02-PAKET,MSISKR16,Alat tukang,BKS,SIP,Area 02,tidak,0,4000,0,,0,0,0,3,,,1,,,,,1198,10,FIXED_RATIO,PCS,0,0
SKRUP SIP 1 X 6,MSISKR04,MSISKR04,Alat tukang,PCS,SIP,Area 02,tidak,0,0,0,0,0,0,742,3,,,1,,,,,,,,,0,0
SKRUP SIP 1 X 6 (10 PCS),MSISKR04-PAKET,MSISKR13,Alat tukang,BKS,SIP,Area 02,tidak,0,3000,0,,0,0,0,3,,,1,,,,,1200,10,FIXED_RATIO,PCS,0,0
SKRUP SIP 1 X 7,MSISKR03,MSISKR03,Alat tukang,PCS,SIP,Area 02,tidak,0,2000,0,0,0,0,716,3,,,1,,,,,,,,,0,0
SKRUP SIP 1 X 7 (10 PCS),MSISKR03-PAKET,MSISKR14,Alat tukang,BKS,SIP,Area 02,tidak,0,4000,0,,0,0,0,3,,,1,,,,,1199,10,FIXED_RATIO,PCS,0,0
SKRUP SIP 1.1/2 X 8,MSISKR01,MSISKR01,Alat tukang,PCS,SIP,Area 02,tidak,0,0,0,0,0,0,616,3,,,1,,,,,,,,,0,0
SKRUP SIP 1.1/4 X 7,MSISKR02,MSISKR02,Alat tukang,PCS,SIP,Area 02,tidak,0,0,0,0,0,0,2116,3,,,1,,,,,,,,,0,0
SKRUP SIP 1/2 X 3,MSISKR05,MSISKR05,Alat tukang,PCS,SIP,Area 02,tidak,0,12000,0,,0,0,326,3,,,1,,,,,,,,,0,0
SKRUP SIP 1/2 X 3 (+-65 PCS),MSISKR05-PAKET,MSISKR12,Alat tukang,BKS,SIP,Area 02,tidak,0,12000,0,,0,0,0,3,,,1,,,,,1201,65,FIXED_RATIO,PCS,0,0
SKRUP SIP 1/2 X 4,MSISKR06,MSISKR06,Alat tukang,PCS,SIP,Area 02,tidak,0,0,0,0,0,0,4,3,,,1,,,,,,,,,0,0
SKRUP SIP 2 1/2 X 10 (10 PCS),MSISKR08-PAKET,MSISKR18,Alat tukang,BKS,SIP,Area 02,tidak,0,7500,0,,0,0,0,3,,,1,,,,,1205,10,FIXED_RATIO,PCS,0,0
